brand,model,engine_size_l,cylinders,fuel_type,transmission,name,first_name,start_city,start_country,target_city,target_country,distance_km,date
ROLLS-ROYCE,PHANTOM COUPE,6.7,12,Z,AS8,Puckring,Simone,Pirkkala,Finland,Larsmo,Finland,652.6568175,29-05-2014
MAZDA,MAZDA3 4-DOOR (i-ELOOP),2.5,4,X,AS6,Ruger,Byrom,Vimpeli,Finland,Paltamo,Finland,878.0168282,05-02-2014
BMW,X5 xDRIVE35d,3,6,D,AS8,Kaliszewski,Tabbi,Kiuruvesi,Finland,Närpes,Finland,230.9622689,13-09-2014
JAGUAR,F-TYPE R AWD CONVERTIBLE,5,,,AS8,Braime,Adam,Askola,Finland,Heinola,Finland,879.1584009,22-03-2014
FORD,MUSTANG,3.7,6,X,AS6,Vernazza,Vincenty,Kangaslampi,Finland,Pelkosenniemi,Finland,59.63327255,22-01-2014
MERCEDES-BENZ,CLA 250 4MATIC FFV,2,4,Z,AS7,Simunek,Anjanette,Vesilahti,Finland,Äetsä,Finland,552.167612,30-04-2014
HONDA,ACCORD,2.4,4,X,M6,Lynskey,Germayne,Hämeenkoski,Finland,Yläne,Finland,472.6864801,16-07-2014
PORSCHE,BOXSTER SPYDER,3.8,6,Z,M6,Cusworth,Zane,Kallio,Finland,Teeriniemi,Finland,391.3762761,29-05-2014
FORD,EDGE,3.5,6,X,AS6,Greensted,Jere,Vehmersalmi,Finland,Kellokoski,Finland,408.6810303,21-09-2014
CHEVROLET,TRAX,1.4,4,X,M6,Gillbee,Wylie,Alajärvi,Finland,Kalajoki,Finland,185.425089,23-07-2014
CHEVROLET,CRUZE LIMITED,1.8,4,X,M6,Dowglass,Ford,Laitila,Finland,Pyhäsalmi,Finland,974.2138,06-08-2014
NISSAN,ALTIMA SR,2.5,4,X,AV7,Josephs,Rori,Ii,Finland,Oravais,Finland,617.3642722,06-09-2014
CADILLAC,CTS,2,,Z,AS8,Spreadbury,Halette,Ullava,Finland,Malax,Finland,150.6447922,10-02-2014
KIA,SPORTAGE AWD,2.4,4,X,AS6,Dodworth,Cecilla,Tammela,Finland,Sulkava,Finland,679.2946226,17-05-2014
VOLVO,XC60 T5 AWD,2.5,5,X,AS6,Rustedge,Aldwin,Smedsby,Finland,Rääkkylä,Finland,583.6510754,03-05-2014
BUICK,LACROSSE AWD FFV,3.6,6,E,AS6,MacPadene,Shepherd,Toijala,Finland,Vehmersalmi,Finland,908.9653885,14-04-2014
MAZDA,MAZDA5,2.5,4,X,M6,Romaine,Kat,Kiukainen,Finland,Jämsä,Finland,184.5991594,22-03-2014
CHEVROLET,TAHOE 4WD FFV,5.3,8,E,A6,Benneton,Geordie,Keuruu,Finland,Punkalaidun,Finland,427.9361469,27-07-2014
CHEVROLET,TRAVERSE AWD,3.6,6,X,A6,Champagne,Konstanze,Jyväskylä,Finland,Pirkkala,Finland,719.7510685,28-05-2014
BMW,M235i,3,6,Z,AS8,Axelby,Kai,Punkalaidun,Finland,Parola,Finland,993.015602,10-01-2015
FORD,EDGE AWD,2.7,6,X,AS6,Northin,Cirillo,Iisalmi,Finland,Lempäälä,Finland,354.6899558,14-01-2014
FIAT,500 HATCHBACK TURBO,1.4,4,X,M5,MacTague,Davine,Heinävesi,Finland,Pelkosenniemi,Finland,928.2556232,23-11-2014
MAZDA,CX-5 (SIL),2,4,X,M6,Paraman,Lacie,Kivijärvi,Finland,Älajärvi,Finland,342.7116248,02-06-2014
HYUNDAI,ELANTRA GT,2,4,,M6,Beaver,Erastus,Jalasjärvi,Finland,Kangaslampi,Finland,730.3090482,03-09-2014
CHEVROLET,SONIC 5,1.8,4,X,M5,Jasik,Ddene,Vähäkyrö,Finland,Lapinlahti,Finland,940.4628654,18-07-2014
GMC,SIERRA FFV,5.3,8,E,A6,Kaliszewski,Tabbi,Hyrynsalmi,Finland,Eno,Finland,271.719796,04-12-2014
MERCEDES-BENZ,S 400 4MATIC SWB,3,6,Z,AS7,Stonhouse,Pace,Virtasalmi,Finland,Smedsby,Finland,287.4150247,24-11-2014
DODGE,DART FFV,2,4,X,A6,Sponton,Boycie,Teuva,Finland,Punkalaidun,Finland,10.90669484,19-03-2014
VOLKSWAGEN,JETTA,1.8,4,X,M5,Schult,Marie-ann,Kauniainen,Finland,Jämijärvi,Finland,519.0317862,15-09-2014
CADILLAC,CT6,2,4,Z,AS8,Blinder,Sigmund,Taivalkoski,Finland,Pyhäsalmi,Finland,85.33261185,03-02-2014
VOLVO,XC90 T5 AWD,2,4,Z,AS8,Gavini,Micheal,Myrskylä,Finland,Kärkölä,Finland,768.2632207,07-03-2014
GMC,SIERRA 4WD,5.3,8,X,A6,Culleford,Margalit,Rautalampi,Finland,Aura,Finland,509.0286476,15-02-2014
RAM,1500 4X4 FFV,3.6,6,E,A8,Gebhardt,Enrica,Taivalkoski,Finland,Jalasjärvi,Finland,99.0343059,23-07-2014
MITSUBISHI,LANCER SPORTBACK,2,4,X,AV6,Keatley,Vergil,Utsjoki,Finland,Konnevesi,Finland,856.7386752,20-07-2014
GMC,CANYON,2.8,4,,A6,Melsom,Veronika,Pirkkala,Finland,Yläne,Finland,915.4429177,19-10-2014
BMW,640i xDRIVE GRAN COUPE,3,6,Z,AS8,Fontaine,Obadias,Oripää,Finland,Hollola,Finland,480.2466947,20-04-2014
JEEP,CHEROKEE FFV,2.4,4,X,A9,Storr,Lars,Iniö,Finland,Masku,Finland,483.866413,05-08-2014
HONDA,CR-V AWD,2.4,4,X,AV,Smedmoor,Maxine,Vaala,Finland,Alavieska,Finland,83.21418557,17-11-2014
GMC,YUKON FFV,5.3,8,X,A6,Birkhead,Yuri,Turku,Finland,Tampere,Finland,559.1019423,22-02-2014
GMC,TERRAIN,2.4,4,X,A6,Steinor,Meredithe,Vesilahti,Finland,Hollola,Finland,62.56714261,17-11-2014
LEXUS,LX 570,5.7,8,Z,AS8,Jorioz,Beth,Outokumpu,Finland,Kajaani,Finland,287.2532834,03-08-2014
ACURA,MDX SH-AWD,3.5,6,Z,AS9,Vasiliu,Clarice,Dragsfjärd,Finland,Kangasala,Finland,882.0330074,20-12-2014
FORD,FIESTA ST,1.6,4,X,M6,Hexum,Fonzie,Porvoo,Finland,Kittilä,Finland,207.9178903,14-10-2014
PORSCHE,911 CARRERA GTS,3.8,6,Z,M7,Garrett,Domeniga,Leppävirta,Finland,Koski Tl,Finland,485.9909728,02-08-2014
AUDI,A8 QUATTRO TDI (modified),3,6,D,AS8,Burgiss,Aubrie,Kortesjärvi,Finland,Vinkkilä,Finland,472.993044,09-07-2014
PORSCHE,PANAMERA TURBO,4.8,8,Z,AM7,Wellstood,Shawnee,Alajärvi,Finland,Kaskinen,Finland,786.6439166,27-07-2014
CADILLAC,ATS-V,3.6,6,Z,AS8,Whitcher,Dannel,Haukivuori,Finland,Kaarela,Finland,167.3994487,29-06-2014
CHEVROLET,COLORADO 4WD,3.6,,X,A6,Flecknell,Alvira,Inari,Finland,Hämeenlinna,Finland,312.6104263,01-08-2014
VOLKSWAGEN,BEETLE,1.8,4,X,M5,Matushevich,Elysia,Saari,Finland,Joroinen,Finland,251.0261175,04-02-2014
RAM,1500 4X4 ECODIESEL,3,6,D,A8,Shawe,Cybil,Pyhäntä,Finland,Kristinestad,Finland,516.1787175,21-08-2014
SUBARU,LEGACY AWD,2.5,4,X,M6,Mortel,Prisca,Laitila,Finland,Perho,Finland,984.6128678,10-08-2014
RAM,1500 4X4 FFV,3.6,6,X,A8,Brimmicombe,Gayelord,Karijoki,Finland,Maaninka,Finland,947.2248606,06-07-2014
HYUNDAI,VELOSTER TURBO,1.6,4,X,AM6,Huddle,Hagen,Porvoo,Finland,Gumböle,Finland,365.2794159,30-11-2014
TOYOTA,SIENNA AWD,3.5,6,X,AS6,Troutbeck,Donella,Tohmajärvi,Finland,Järvelä,Finland,772.5688882,06-03-2014
LEXUS,LS 460,4.6,8,Z,AS8,MacDonell,Heriberto,Taivalkoski,Finland,Hollola,Finland,191.6286284,18-11-2014
FORD,MUSTANG,5,8,X,M6,Taft,Kory,Ähtäri,Finland,Vahto,Finland,568.4356799,28-04-2014
MERCEDES-BENZ,G 550,5.5,8,Z,AS7,Durbann,Berni,Leppävirta,Finland,Lauttasaari,Finland,439.5825788,26-09-2014
MERCEDES-BENZ,E 400 4MATIC COUPE,3,6,Z,AS7,Meachan,Genni,Aura,Finland,Lapua,Finland,208.1447579,30-03-2014
LEXUS,RC F,5,8,Z,AS8,Welch,Darius,Reisjärvi,Finland,Kiiminki,Finland,529.7192218,05-04-2014
VOLKSWAGEN,BEETLE,1.8,4,X,AS6,Jendricke,Jobina,Humppila,Finland,Kivijärvi,Finland,739.4368866,27-01-2014
FORD,T-150 WAGON FFV,3.7,6,E,AS6,Depka,Deidre,Utsjoki,Finland,Ähtäri,Finland,994.0479678,28-08-2014
CHEVROLET,SILVERADO eASSIST 4WD,5.3,8,X,A8,MacTague,Davine,Pyhtää,Finland,Kokemäki,Finland,875.8150023,01-10-2014
BMW,228i,2,4,Z,M6,Adnams,Flynn,Vehmaa,Finland,Imatra,Finland,643.0152866,09-03-2014
PORSCHE,CAYENNE DIESEL (modified),3,6,D,A8,Jansema,Darryl,Lemi,Finland,Kiikoinen,Finland,178.2159415,20-03-2014
MERCEDES-BENZ,AMG S 63,5.5,8,Z,AS7,Charley,Donielle,Lumijoki,Finland,Hirvensalmi,Finland,939.1058934,29-10-2014
BMW,X6 M,4.4,8,Z,AS8,Le Guin,Sapphira,Nilsiä,Finland,Munkkiniemi,Finland,846.4675346,26-02-2014
MERCEDES-BENZ,S 550 4MATIC COUPE,4.7,8,Z,AS7,Riccelli,Howie,Hauho,Finland,Väståboland,Finland,873.1895355,20-01-2014
MASERATI,GHIBLI,3,6,Z,AS8,Sugge,Dee,Tervakoski,Finland,Joroinen,Finland,772.0834962,08-05-2014
GMC,SIERRA 4WD FFV,4.3,6,E,A6,Mallord,Hiram,Riihimäki,Finland,Kihniö,Finland,295.9952364,16-08-2014
FORD,EDGE AWD,2,4,X,AS6,Cloake,Felix,Nousiainen,Finland,Sysmä,Finland,915.4532941,31-05-2014
JEEP,PATRIOT 4X4,2.4,4,X,M5,Prator,Averyl,Merikarvia,Finland,Kittilä,Finland,811.3547319,27-11-2014
BMW,M3,3,6,Z,AM7,Chopping,Rebe,Lapinlahti,Finland,Säkylä,Finland,284.9539011,18-03-2014
GMC,ACADIA AWD,3.6,6,X,A6,Paraman,Lacie,Halsua,Finland,Houtskär,Finland,864.5313061,06-11-2014
BMW,750Li xDRIVE,4.4,8,Z,AS8,Brimley,Marshall,Vuores,Finland,Sibbo,Finland,441.3042704,30-07-2014
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,6.7,12,Z,AS8,Crips,Emalee,Utsjoki,Finland,Maaninka,Finland,859.1003932,22-05-2014
VOLKSWAGEN,GOLF GTI,2,4,X,AM6,Belitz,Alistair,Savukoski,Finland,Aura,Finland,871.9583025,10-01-2015
GMC,SIERRA,6.2,,,A8,Haslegrave,Mel,Punkalaidun,Finland,Kristinestad,Finland,823.8677216,03-11-2014
HYUNDAI,SONATA SPORT/LIMITED,2.4,4,X,AS6,Ashfield,Norby,Mikkeli,Finland,Miehikkälä,Finland,537.1167465,05-11-2014
VOLKSWAGEN,JETTA,1.4,4,X,M5,Whenham,Kesley,Iisalmi,Finland,Joroinen,Finland,755.5220565,05-12-2014
DODGE,CHALLENGER SRT (MDS),6.4,8,Z,A8,Frantz,Emlen,Turku,Finland,Enontekiö,Finland,29.71495421,29-09-2014
HYUNDAI,VELOSTER,1.6,4,X,M6,McDougall,Cleveland,Juva,Finland,Pelkosenniemi,Finland,240.7700824,10-07-2014
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),6.4,8,Z,A8,Ferretti,Bruno,Malax,Finland,Ristijärvi,Finland,929.7867615,02-06-2014
BMW,X3 xDRIVE28d,2,4,,AS8,Strut,Steffi,Sulkava,Finland,Suomussalmi,Finland,559.9941658,18-12-2014
MINI,COOPER CLUBMAN,1.5,3,Z,M6,Checci,Sheilakathryn,Turenki,Finland,Hauho,Finland,537.9062984,11-04-2014
CHEVROLET,COLORADO 4WD,2.8,4,D,A6,Berggren,Sully,Luhanka,Finland,Muhos,Finland,269.6021,04-03-2014
TOYOTA,YARIS (SIL),1.5,4,X,M6,Jankin,Melosa,Haukipudas,Finland,Tampere,Finland,104.7293661,15-06-2014
INFINITI,Q50 AWD,3,6,Z,AS7,Gotobed,Mag,Laihia,Finland,Suonenjoki,Finland,371.0683764,24-09-2014
MAZDA,CX-3,2,4,X,AS6,Thody,Ronda,Marttila,Finland,Nurmes,Finland,524.7658342,06-05-2014
JAGUAR,F-TYPE R AWD CONVERTIBLE,5,,,AS8,Burde,Odessa,Kylmäkoski,Finland,Iniö,Finland,381.5420992,16-02-2014
JEEP,PATRIOT,2.4,4,X,M5,Cusworth,Zane,Marttila,Finland,Savitaipale,Finland,638.9284829,06-05-2014
MERCEDES-BENZ,AMG GL 63 S,5.5,8,,AS7,Mighele,Edithe,Koski Tl,Finland,Köyliö,Finland,538.0608885,18-12-2014
SUBARU,LEGACY AWD,2.5,4,X,M6,Serrell,Micki,Nilsiä,Finland,Mellunkylä,Finland,152.3789785,02-10-2014
GMC,SIERRA,6.2,,,A8,Killock,Judy,Kälviä,Finland,Hanko,Finland,953.8101591,13-06-2014
JEEP,CHEROKEE TRAILHAWK 4X4,2.4,4,X,A9,Stoppe,Ally,Punkalaidun,Finland,Turenki,Finland,807.0296402,07-12-2014
MASERATI,GRANTURISMO,4.7,8,Z,AS6,Nesbitt,Bale,Pertteli,Finland,Kuusamo,Finland,394.7422701,20-12-2014
FORD,TAURUS FFV,3.5,6,E,AS6,Cubbinelli,Megen,Maaninka,Finland,Västanfjärd,Finland,179.9892688,15-05-2014
FORD,C-MAX HYBRID,2,4,X,AV,Ordish,Fiann,Lohja,Finland,Heinävesi,Finland,105.7812845,30-12-2014
TOYOTA,YARIS,1.5,4,X,AS6,Winchcombe,Ashlan,Toivakka,Finland,Jokioinen,Finland,40.41565821,15-03-2014
VOLKSWAGEN,TIGUAN 4MOTION,2,4,Z,AS6,Josephs,Rori,Vuokatti,Finland,Pori,Finland,538.0468024,14-04-2014
MAZDA,MAZDA3 4-DOOR,2,4,X,AS6,Hawkwood,Meredith,Sauvo,Finland,Salla,Finland,445.6248186,20-01-2014
CHEVROLET,TAHOE 4WD,5.3,8,X,A6,Hawkwood,Meredith,Koski Tl,Finland,Karvia,Finland,355.8755298,20-05-2014
LAMBORGHINI,HURACAN,5.2,10,Z,AM7,Macklam,Tymothy,Gumböle,Finland,Imatra,Finland,178.5078903,25-02-2014
CHEVROLET,CRUZE LIMITED,1.4,4,X,M6,Selcraig,Vincenty,Kuhmalahti,Finland,Taipalsaari,Finland,571.115017,18-06-2014
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,2.1,4,D,AS7,Toffetto,Yankee,Vilppula,Finland,Kiuruvesi,Finland,847.5777429,29-03-2014
HONDA,ACCORD COUPE,3.5,6,X,AS6,De Ferrari,Earl,Keminmaa,Finland,Säkylä,Finland,570.15351,14-04-2014
ASTON MARTIN,VANQUISH,6,12,Z,A8,Proske,Ilise,Halsua,Finland,Isokyrö,Finland,796.9831603,04-03-2014
FORD,ESCAPE,2.5,4,,AS6,Rollinshaw,Imelda,Punkalaidun,Finland,Sonkajärvi,Finland,834.9368594,13-05-2014
BMW,435i COUPE,3,6,Z,M6,Kaliszewski,Tabbi,Pyhtää,Finland,Oripää,Finland,24.96412677,26-09-2014
PORSCHE,CAYMAN,2.7,6,Z,M6,Greggor,Graeme,Iitti,Finland,Kristinestad,Finland,875.3317664,29-04-2014
JEEP,GRAND CHEROKEE 4X4 DIESEL,3,6,D,A8,Warboy,Ilka,Kisko,Finland,Kaavi,Finland,54.38441019,12-07-2014
CHEVROLET,TRAX 4WD,1.4,4,X,AS6,Curnokk,Elsbeth,Karijoki,Finland,Oravais,Finland,412.6628717,16-01-2014
MINI,COOPER 3 DOOR,1.5,3,Z,M6,Juleff,Jordon,Ilmajoki,Finland,Vaasa,Finland,776.2718233,19-04-2014
FIAT,500X,2.4,4,X,A9,Myring,Rayna,Karvia,Finland,Kiiminki,Finland,75.81860076,03-01-2015
MAZDA,MX-5,2,4,Z,AS6,Dockery,Ephraim,Rovaniemi,Finland,Jurva,Finland,245.0515887,18-12-2014
MERCEDES-BENZ,GLE 550 4MATIC,4.7,8,Z,AS7,Hawkwood,Meredith,Kuusamo,Finland,Ilmajoki,Finland,942.2109974,26-08-2014
VOLKSWAGEN,BEETLE,1.8,4,X,AS6,Jendricke,Jobina,Humppila,Finland,Ylihärmä,Finland,540.1007675,24-05-2014
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,Z,M6,Jaslem,Morena,Pelkosenniemi,Finland,Keminmaa,Finland,522.3337868,06-04-2014
CADILLAC,CTS-V,6.2,8,Z,AS8,Jellis,Ethelred,Ylivieska,Finland,Taipalsaari,Finland,563.853786,17-07-2014
TOYOTA,HIGHLANDER AWD,3.5,6,X,AS6,Beert,Darnall,Koria,Finland,Kinnula,Finland,993.6561401,15-10-2014
BMW,M4 COUPE,3,6,Z,AM7,Fanning,Hersch,Karinainen,Finland,Somero,Finland,544.9733696,12-10-2014
GMC,YUKON XL 4WD,6.2,8,Z,A8,Bagster,Kirsti,Viiala,Finland,Lapinlahti,Finland,970.3165896,15-05-2014
GMC,TERRAIN AWD,3.6,6,X,A6,Collings,Bayard,Ytteresse,Finland,Kiuruvesi,Finland,911.4343621,30-09-2014
VOLVO,V60 3.0T AWD,3,6,X,AS6,Greste,Ermanno,Mellilä,Finland,Kronoby,Finland,826.2125131,15-07-2014
ASTON MARTIN,V8 VANTAGE S,4.7,,Z,M6,Brasner,Elvin,Muurame,Finland,Ruovesi,Finland,645.0237367,14-09-2014
CHRYSLER,200 AWD FFV,3.6,6,E,A9,Northin,Cirillo,Tohmajärvi,Finland,Nokia,Finland,396.8723328,01-02-2014
PORSCHE,911 CARRERA CABRIOLET,3.4,6,Z,M7,Mattacks,Audrey,Alajärvi,Finland,Pukkila,Finland,35.28314277,06-07-2014
GMC,SIERRA FFV,4.3,6,E,A6,Sawrey,Noreen,Noormarkku,Finland,Pernå,Finland,744.1941664,11-06-2014
FIAT,500L,1.4,4,X,A6,Fullager,Ezekiel,Konnevesi,Finland,Huittinen,Finland,353.5717662,27-01-2014
LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,3,6,D,AS8,Wellstood,Shawnee,Liperi,Finland,Nakkila,Finland,938.3099058,05-05-2014
MERCEDES-BENZ,CLS 550 4MATIC,4.7,8,Z,AS7,Mugleston,Jessica,Ullava,Finland,Parikkala,Finland,2.743976445,02-07-2014
PORSCHE,911 CARRERA 4S,3.8,6,Z,AM7,Tesauro,Giuseppe,Pello,Finland,Nuijamaa,Finland,421.5809266,02-04-2014
PORSCHE,CAYMAN GTS,3.4,6,Z,AM7,Raison,Riki,Kokemäki,Finland,Siilinjärvi,Finland,203.1843796,03-07-2014
BMW,228i xDRIVE,2,4,Z,AS8,Bottrell,Zora,Kärsämäki,Finland,Auttoinen,Finland,504.8576689,25-03-2014
NISSAN,PATHFINDER 4WD,3.5,6,X,AV,Tommasetti,Alexio,Muhos,Finland,Kauhava,Finland,230.997373,22-04-2014
HONDA,CIVIC COUPE,2,4,X,AV,Rosenstiel,Karly,Vesanto,Finland,Joensuu,Finland,0.764407421,28-07-2014
FORD,FUSION AWD,2,4,X,AS6,Pinsent,Debbi,Hankasalmi,Finland,Rautavaara,Finland,663.0791202,23-03-2014
FORD,F-150 FFV,3.5,6,E,A6,Laughton,Jacintha,Nokia,Finland,Posio,Finland,429.0147503,31-07-2014
DODGE,CHALLENGER,3.6,6,,A8,Whoolehan,Teodor,Rusko,Finland,Oitti,Finland,803.1968907,30-01-2014
LEXUS,RC 200t,2,4,Z,AS8,D'Antoni,Mareah,Pihtipudas,Finland,Kyyjärvi,Finland,423.3657919,10-12-2014
BMW,X3 xDRIVE28d,2,4,,AS8,Ferrero,Julee,Hämeenlinna,Finland,Vuolijoki,Finland,375.0178545,28-10-2014
MASERATI,GHIBLI SQ4,3,6,Z,AS8,Collimore,Ame,Kihniö,Finland,Multia,Finland,928.9253051,24-02-2014
LINCOLN,MKZ HYBRID,2,4,X,AV,Swaddle,Gualterio,Nakkila,Finland,Aura,Finland,29.4797178,26-11-2014
DODGE,DART,2,4,X,M6,Mangion,Cheryl,Heinävesi,Finland,Alahärmä,Finland,890.9928282,01-12-2014
JEEP,WRANGLER UNLIMITED 4X4,3.6,6,,M6,Erb,Bertie,Suolahti,Finland,Kiiminki,Finland,197.6781882,25-09-2014
FIAT,500 HATCHBACK TURBO,1.4,4,X,A6,Benneton,Geordie,Turku,Finland,Simpele,Finland,703.5064705,10-03-2014
MERCEDES-BENZ,GL 550 4MATIC,4.7,8,Z,AS7,Chuney,Neille,Luopioinen,Finland,Kellokoski,Finland,569.8368169,18-12-2014
MASERATI,QUATTROPORTE GTS,3.8,8,Z,AS8,Capon,Ilise,Mikkeli,Finland,Larsmo,Finland,43.35197211,09-09-2014
MITSUBISHI,LANCER,2.4,4,X,AV6,Kavanagh,Janet,Askainen,Finland,Pielavesi,Finland,325.5102581,24-12-2014
CHEVROLET,SUBURBAN FFV,5.3,8,X,A6,Janous,Augustine,Laukaa,Finland,Vammala,Finland,622.7930883,18-10-2014
JAGUAR,F-TYPE CONVERTIBLE,3,6,Z,AS8,Varlow,Kliment,Oripää,Finland,Kokemäki,Finland,529.2613812,23-10-2014
FORD,TAURUS FFV AWD,3.5,6,E,AS6,Yarrall,Louise,Vuores,Finland,Hirvensalmi,Finland,982.7919194,16-12-2014
FORD,T-150 WAGON FFV,3.7,6,E,AS6,Schult,Marie-ann,Lauttasaari,Finland,Rantsila,Finland,748.0446017,26-08-2014
VOLVO,XC70 T5,2,4,X,AS8,Camacho,Eleonore,Turenki,Finland,Harjavalta,Finland,1.685313415,29-03-2014
MERCEDES-BENZ,AMG GT S,4,8,Z,AM7,MacSorley,Willow,Närpes,Finland,Muurla,Finland,823.7665012,25-12-2014
JEEP,PATRIOT,2,4,,AV,Dwight,Juanita,Viitasaari,Finland,Lappi,Finland,661.2909576,26-11-2014
MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,4,Z,M6,Driutti,Raquela,Kalvola,Finland,Lempäälä,Finland,294.3956415,01-02-2014
MINI,COOPER S CLUBMAN,2,4,,AS6,Duferie,Jocelin,Suolahti,Finland,Oravais,Finland,130.2255697,14-12-2014
LAND ROVER,RANGE ROVER TD6 DIESEL,3,6,D,AS8,Collings,Bayard,Säkylä,Finland,Oulu,Finland,561.4691719,13-04-2014
PORSCHE,BOXSTER S,3.4,6,Z,M6,Faas,Odetta,Kittilä,Finland,Iisalmi,Finland,11.90169671,01-08-2014
CHEVROLET,CRUZE LIMITED ECO,1.4,4,X,A6,Vernazza,Vincenty,Muurla,Finland,Vammala,Finland,48.31277774,29-12-2014
JEEP,COMPASS,2.4,4,X,A6,Brimley,Marshall,Harjavalta,Finland,Joutsa,Finland,626.5404953,25-01-2014
BMW,M6,4.4,8,Z,M6,Lemmen,Karie,Hartola,Finland,Nuijamaa,Finland,901.798397,17-08-2014
CHEVROLET,SONIC,1.4,4,,AS6,Toffetto,Yankee,Ristiina,Finland,Iitti,Finland,76.14687159,22-01-2014
MERCEDES-BENZ,CLA 250 4MATIC FFV,2,4,E,AS7,Vernazza,Vincenty,Väståboland,Finland,Kalajoki,Finland,682.6999579,22-07-2014
PORSCHE,CAYMAN,2.7,6,Z,M6,Hagart,Sawyere,Lempäälä,Finland,Noormarkku,Finland,343.1381213,12-05-2014
BMW,X4 xDRIVE35i,3,6,Z,AS8,Korbmaker,Scottie,Ekenäs,Finland,Urjala,Finland,766.9454798,04-03-2014
PORSCHE,911 TURBO S CABRIOLET,3.8,6,Z,AM7,Gillbee,Wylie,Kontiolahti,Finland,Tuusniemi,Finland,916.8581071,28-04-2014
BMW,X4 xDRIVE35i,3,6,Z,AS8,Dring,Hersh,Kärkölä,Finland,Sauvo,Finland,238.3127104,04-02-2014
TOYOTA,AVALON,3.5,6,X,AS6,Campes,Janis,Vesilahti,Finland,Otaniemi,Finland,322.4520905,25-12-2014
DODGE,GRAND CARAVAN FFV,3.6,6,E,A6,Gotobed,Mag,Korsnäs,Finland,Dragsfjärd,Finland,255.0049432,26-07-2014
FORD,TAURUS FFV,3.5,6,E,AS6,Davage,Gayle,Pyhäranta,Finland,Tarvasjoki,Finland,368.1298672,23-04-2014
NISSAN,PATHFINDER,3.5,6,X,AV,Dunford,Marla,Loimaa,Finland,Merijärvi,Finland,626.7317949,08-09-2014
VOLKSWAGEN,TIGUAN 4MOTION,2,4,Z,AS6,Dwight,Juanita,Ivalo,Finland,Turenki,Finland,8.099831964,31-10-2014
LAMBORGHINI,HURACAN SPYDER,5.2,10,Z,AM7,Powys,Findley,Suonenjoki,Finland,Nivala,Finland,719.0502059,09-10-2014
CHEVROLET,IMPALA DUAL FUEL,3.6,6,X,AS6,Clewlow,Sibyl,Luvia,Finland,Halsua,Finland,356.7123272,25-04-2014
PORSCHE,PANAMERA 4,3.6,6,Z,AM7,Macklam,Tymothy,Vuores,Finland,Siikajoki,Finland,68.21265422,28-04-2014
MINI,COOPER CONVERTIBLE,1.5,3,Z,AS6,Gillyett,Franklin,Tohmajärvi,Finland,Ulvila,Finland,184.6218035,02-09-2014
AUDI,S7 QUATTRO,4,8,Z,AM7,Abbyss,Enrika,Kemijärvi,Finland,Tuupovaara,Finland,258.9694719,30-01-2014
CHEVROLET,SPARK,1.4,4,,M5,Sea,Roth,Munkkiniemi,Finland,Säynätsalo,Finland,219.2036834,12-12-2014
VOLKSWAGEN,JETTA,1.4,4,X,M5,Wall,Lurette,Pori,Finland,Karvia,Finland,254.2525577,19-10-2014
VOLKSWAGEN,JETTA,1.8,4,X,AS6,Lezemore,Finlay,Hankasalmi,Finland,Saarijärvi,Finland,66.4707808,18-01-2014
LINCOLN,MKZ,2,4,X,AS6,Whitcher,Dannel,Teuva,Finland,Lapua,Finland,54.69957631,10-08-2014
BMW,X5 xDRIVE50i,4.4,8,Z,AS8,Puckring,Simone,Velkua,Finland,Vantaa,Finland,864.3635035,05-10-2014
FORD,TRANSIT CONNECT WAGON LWB FFV,2.5,4,X,AS6,Shailer,Frans,Kyyjärvi,Finland,Oravais,Finland,54.46052105,14-07-2014
AUDI,A8L QUATTRO,4,8,Z,AS8,Lawleff,Caresa,Varpaisjärvi,Finland,Jäppilä,Finland,478.3252513,12-08-2014
VOLKSWAGEN,BEETLE DUNE,1.8,4,X,AS6,Lesper,Whittaker,Oulunsalo,Finland,Kajaani,Finland,235.109085,18-09-2014
BMW,435i COUPE,3,6,Z,M6,Fullager,Ezekiel,Pöytyä,Finland,Lappi,Finland,907.9181908,30-04-2014
LAMBORGHINI,HURACAN SPYDER,5.2,10,Z,AM7,Filde,Joyce,Savitaipale,Finland,Tampere,Finland,447.4415825,19-01-2014
SUBARU,IMPREZA AWD,2,4,X,AV6,Rubinek,Lori,Oitti,Finland,Hausjärvi,Finland,70.63584466,05-04-2014
LEXUS,RX 450h AWD,3.5,6,Z,AV6,Annetts,Meredithe,Ristiina,Finland,Mellunkylä,Finland,213.8920872,03-05-2014
BMW,535i xDRIVE,3,6,Z,AS8,Burgiss,Aubrie,Vuosaari,Finland,Alastaro,Finland,797.1565452,27-03-2014
GMC,TERRAIN AWD,2.4,4,X,A6,Stoppe,Ally,Kontiolahti,Finland,Haukipudas,Finland,253.9246255,06-09-2014
SUBARU,IMPREZA WAGON AWD,2,,X,AV6,Perroni,Iggy,Ylivieska,Finland,Nilsiä,Finland,169.5299453,10-12-2014
